montant,score_risque_client,is_fraud,jour,mois,jour_semaine,is_weekend,heure_num,devise_MAD,devise_USD,type_transaction_retrait,type_transaction_virement,lieu_Fès,lieu_Marrakech,lieu_Rabat,lieu_Tanger,canal_carte,canal_en ligne,canal_guichet,moyen_paiement_Cash,moyen_paiement_MasterCard,moyen_paiement_Visa,categorie_commerce_mode,categorie_commerce_santé,categorie_commerce_voyage,categorie_commerce_électronique,device_utilise_Android,device_utilise_Web,device_utilise_iOS,période_jour_Matin,période_jour_Après-midi,période_jour_Soir
1.652132813573268,-0.16358261555026687,0,-1.671261174683687,-1.213195210595502,-1.0018769018441445,0,1.6513920312432713,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
0.9258736409801386,1.2345593976998774,0,-1.671261174683687,-1.213195210595502,-1.0018769018441445,0,-0.2991891432217956,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1.598022261250192,1.2345593976998774,0,-1.671261174683687,-1.213195210595502,-1.0018769018441445,0,0.30098967969053264,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.7186421172293389,0.1859528877622692,0,-1.671261174683687,-1.213195210595502,-1.0018769018441445,0,1.6513920312432713,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
-0.7142870544550404,-1.5617246288004112,0,-1.671261174683687,-1.213195210595502,-1.0018769018441445,0,0.9011685026028609,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
-1.3968960512697177,1.5840949010124137,0,-1.671261174683687,-1.213195210595502,-1.0018769018441445,0,-0.5992785546779598,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0.9995092800869856,0.5354883910748053,0,-1.671261174683687,-1.213195210595502,-1.0018769018441445,0,1.6513920312432713,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.5117844326675065,0.1859528877622692,0,-1.671261174683687,-1.213195210595502,-1.0018769018441445,0,1.6513920312432713,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
-1.5994563653450418,1.2345593976998774,0,-1.671261174683687,-1.213195210595502,-1.0018769018441445,0,1.5013473255151892,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.49465475075021553,0.5354883910748053,0,-1.671261174683687,-1.213195210595502,-1.0018769018441445,0,-1.0494126718622059,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.6193738195000593,-0.513118118862803,0,-1.671261174683687,-1.213195210595502,-1.0018769018441445,0,-1.649591494774534,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0.002547810202888208,0.5354883910748053,0,-1.5584296073947532,-1.213195210595502,-0.5016887331750759,0,-0.5992785546779598,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
-0.23718636074868538,-1.2121891254878752,0,-1.5584296073947532,-1.213195210595502,-0.5016887331750759,0,0.30098967969053264,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
-0.1487253275193689,0.1859528877622692,0,-1.5584296073947532,-1.213195210595502,-0.5016887331750759,0,0.30098967969053264,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
-1.0301776087590682,0.1859528877622692,0,-1.5584296073947532,-1.213195210595502,-0.5016887331750759,0,-1.199457377590288,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.4639856957619949,-1.2121891254878752,0,-1.5584296073947532,-1.213195210595502,-0.5016887331750759,0,1.5013473255151892,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
-0.4600692852109103,-0.513118118862803,0,-1.5584296073947532,-1.213195210595502,-0.5016887331750759,0,1.6513920312432713,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
-1.5846879371942244,0.8850238943873414,0,-1.5584296073947532,-1.213195210595502,-0.5016887331750759,0,-0.7493232604060418,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0.9490053858441356,0.8850238943873414,0,-1.5584296073947532,-1.213195210595502,-0.5016887331750759,0,-1.649591494774534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-0.2946614657724659,0.8850238943873414,0,-1.5584296073947532,-1.213195210595502,-0.5016887331750759,0,1.051213208330943,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1.1424725066944872,0.8850238943873414,0,-1.5584296073947532,-1.213195210595502,-0.5016887331750759,0,-1.199457377590288,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1.242259087162894,-1.5617246288004112,0,-1.5584296073947532,-1.213195210595502,-0.5016887331750759,0,-1.499546789046452,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
-1.0191546932443791,-1.2121891254878752,0,-1.4455980401058195,-1.213195210595502,-0.0015005645060072626,0,-1.0494126718622059,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0.5585641765135981,-0.513118118862803,0,-1.4455980401058195,-1.213195210595502,-0.0015005645060072626,0,-0.2991891432217956,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0.01517111348367952,1.2345593976998774,0,-1.4455980401058195,-1.213195210595502,-0.0015005645060072626,0,1.6513920312432713,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.3478597571130482,-0.862653622175339,0,-1.4455980401058195,-1.213195210595502,-0.0015005645060072626,0,1.201257914059025,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
-1.0058816218494306,0.1859528877622692,0,-1.4455980401058195,-1.213195210595502,-0.0015005645060072626,0,-0.8993679661341238,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0.6310426943212611,0.5354883910748053,0,-1.4455980401058195,-1.213195210595502,-0.0015005645060072626,0,-1.499546789046452,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.3828455162061167,0.8850238943873414,0,-1.4455980401058195,-1.213195210595502,-0.0015005645060072626,0,-1.34950208331837,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
-0.7240317959807845,0.5354883910748053,0,-1.4455980401058195,-1.213195210595502,-0.0015005645060072626,0,1.5013473255151892,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
-1.2862396513354362,-0.862653622175339,0,-1.4455980401058195,-1.213195210595502,-0.0015005645060072626,0,0.7511237968747788,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.5383234547109471,0.1859528877622692,1,-1.4455980401058195,-1.213195210595502,-0.0015005645060072626,0,0.30098967969053264,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0.8463740671663493,-0.16358261555026687,0,-1.4455980401058195,-1.213195210595502,-0.0015005645060072626,0,0.7511237968747788,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.6520268078124799,1.5840949010124137,0,-1.3327664728168855,-1.213195210595502,0.49868760416306135,0,0.7511237968747788,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
0.5142054864627226,-0.513118118862803,0,-1.3327664728168855,-1.213195210595502,0.49868760416306135,0,-0.5992785546779598,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
-0.3703799232178444,-1.5617246288004112,0,-1.3327664728168855,-1.213195210595502,0.49868760416306135,0,-0.7493232604060418,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7564283583008489,0.5354883910748053,0,-1.3327664728168855,-1.213195210595502,0.49868760416306135,0,1.5013473255151892,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
-1.0644248388416888,0.8850238943873414,0,-1.3327664728168855,-1.213195210595502,0.49868760416306135,0,-1.199457377590288,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.3834919723814616,-1.2121891254878752,0,-1.3327664728168855,-1.213195210595502,0.49868760416306135,0,0.1509449739624506,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
-0.751987846569072,0.5354883910748053,0,-1.3327664728168855,-1.213195210595502,0.49868760416306135,0,-1.0494126718622059,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.46725055801230814,0.1859528877622692,0,-1.3327664728168855,-1.213195210595502,0.49868760416306135,0,0.9011685026028609,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-1.5643653268073237,-0.16358261555026687,0,-1.3327664728168855,-1.213195210595502,0.49868760416306135,0,-1.199457377590288,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
-1.375117248232459,-0.513118118862803,0,-1.3327664728168855,-1.213195210595502,0.49868760416306135,0,-1.499546789046452,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.05732059194642061,-1.2121891254878752,0,-1.3327664728168855,-1.213195210595502,0.49868760416306135,0,-0.8993679661341238,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-0.8221912858838777,1.5840949010124137,0,-1.2199349055279518,-1.213195210595502,0.9988757728321299,1,1.6513920312432713,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1.1895904859972632,0.1859528877622692,0,-1.2199349055279518,-1.213195210595502,0.9988757728321299,1,1.5013473255151892,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
-1.7181058031767642,-0.16358261555026687,0,-1.2199349055279518,-1.213195210595502,0.9988757728321299,1,-0.8993679661341238,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
